	full name	simple name	stigmatizing
1727	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 143 - Observational Study (OS) Follow-Up Questionnaire (Year 3)\Used Estrogen shots\	Used Estrogen shots	y
1728	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 143 - Observational Study (OS) Follow-Up Questionnaire (Year 3)\Used Estrogen skin patch - how many months\	Used Estrogen skin patch - how many months	y
1729	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 143 - Observational Study (OS) Follow-Up Questionnaire (Year 3)\Used Estrogen skin patch containing\	Used Estrogen skin patch containing	y
1730	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 143 - Observational Study (OS) Follow-Up Questionnaire (Year 3)\Used Estrogen vaginal cream or suppository\	Used Estrogen vaginal cream or suppository	y
1731	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 143 - Observational Study (OS) Follow-Up Questionnaire (Year 3)\Used Phystoestrogen creams (soy or flax)\	Used Phystoestrogen creams (soy or flax)	y
1732	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 143 - Observational Study (OS) Follow-Up Questionnaire (Year 3)\Used Phytoestrogen containing foods (tofu, soybeans)\	Used Phytoestrogen containing foods (tofu, soybeans)	y
1733	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 143 - Observational Study (OS) Follow-Up Questionnaire (Year 3)\Used Phytoestrogen pills (soy or flax)\	Used Phytoestrogen pills (soy or flax)	y
1734	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 143 - Observational Study (OS) Follow-Up Questionnaire (Year 3)\Used Progesterone - average number days per month\	Used Progesterone - average number days per month	y
1735	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 143 - Observational Study (OS) Follow-Up Questionnaire (Year 3)\Used Progesterone - how many months\	Used Progesterone - how many months	y
1736	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 143 - Observational Study (OS) Follow-Up Questionnaire (Year 3)\Used Progesterone - what type\	Used Progesterone - what type	y
1737	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 143 - Observational Study (OS) Follow-Up Questionnaire (Year 3)\Used Progesterone\	Used Progesterone	y
1738	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 143 - Observational Study (OS) Follow-Up Questionnaire (Year 3)\Used wild yam or progesterone creams\	Used wild yam or progesterone creams	y
1739	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 144 - Observational Study (OS) Follow-Up Questionnaire (Year 4)\Current marital status\	Current marital status	y
1740	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 144 - Observational Study (OS) Follow-Up Questionnaire (Year 4)\Estrogen pill dose per day\	Estrogen pill dose per day	y
1741	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 144 - Observational Study (OS) Follow-Up Questionnaire (Year 4)\Estrogen pills days per month\	Estrogen pills days per month	y
1742	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 144 - Observational Study (OS) Follow-Up Questionnaire (Year 4)\Estrogen pills used longest\	Estrogen pills used longest	y
1743	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 144 - Observational Study (OS) Follow-Up Questionnaire (Year 4)\Estrogen use last year\	Estrogen use last year	y
1744	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 144 - Observational Study (OS) Follow-Up Questionnaire (Year 4)\Hormone use last year (estrogen or progesterone)\	Hormone use last year (estrogen or progesterone)	y
1745	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 144 - Observational Study (OS) Follow-Up Questionnaire (Year 4)\Months took estrogen shots\	Months took estrogen shots	y
1746	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 144 - Observational Study (OS) Follow-Up Questionnaire (Year 4)\Months used estrogen pills\	Months used estrogen pills	y
1747	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 144 - Observational Study (OS) Follow-Up Questionnaire (Year 4)\Months used vaginal estrogen\	Months used vaginal estrogen	y
1748	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 144 - Observational Study (OS) Follow-Up Questionnaire (Year 4)\Natural/Phytoestrogen creams\	Natural/Phytoestrogen creams	y
1749	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 144 - Observational Study (OS) Follow-Up Questionnaire (Year 4)\Natural/Phytoestrogen foods\	Natural/Phytoestrogen foods	y
1750	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 144 - Observational Study (OS) Follow-Up Questionnaire (Year 4)\Natural/Phytoestrogen pills\	Natural/Phytoestrogen pills	y
1751	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 144 - Observational Study (OS) Follow-Up Questionnaire (Year 4)\Progesterone use last year\	Progesterone use last year	y
1752	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 144 - Observational Study (OS) Follow-Up Questionnaire (Year 4)\Took estrogen shots\	Took estrogen shots	y
1753	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 144 - Observational Study (OS) Follow-Up Questionnaire (Year 4)\Used estrogen pills\	Used estrogen pills	y
1754	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 144 - Observational Study (OS) Follow-Up Questionnaire (Year 4)\Used estrogen skin patch\	Used estrogen skin patch	y
1755	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 144 - Observational Study (OS) Follow-Up Questionnaire (Year 4)\Used estrogen vaginally\	Used estrogen vaginally	y
1756	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 144 - Observational Study (OS) Follow-Up Questionnaire (Year 4)\Used progesterone pills\	Used progesterone pills	y
1757	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 145 - Observational Study (OS) Follow-Up Questionnaire (Year 5)\Current marital status\	Current marital status	y
1758	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 145 - Observational Study (OS) Follow-Up Questionnaire (Year 5)\Estrogen pill dose per day\	Estrogen pill dose per day	y
1759	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 145 - Observational Study (OS) Follow-Up Questionnaire (Year 5)\Estrogen pills days per month\	Estrogen pills days per month	y
1760	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 145 - Observational Study (OS) Follow-Up Questionnaire (Year 5)\Estrogen pills used longest\	Estrogen pills used longest	y
1761	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 145 - Observational Study (OS) Follow-Up Questionnaire (Year 5)\Estrogen use last year\	Estrogen use last year	y
1762	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 145 - Observational Study (OS) Follow-Up Questionnaire (Year 5)\Hormone use last year (estrogen or progesterone)\	Hormone use last year (estrogen or progesterone)	y
1763	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 145 - Observational Study (OS) Follow-Up Questionnaire (Year 5)\Months took estrogen shots\	Months took estrogen shots	y
1764	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 145 - Observational Study (OS) Follow-Up Questionnaire (Year 5)\Months used estrogen pills\	Months used estrogen pills	y
1765	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 145 - Observational Study (OS) Follow-Up Questionnaire (Year 5)\Months used vaginal estrogen\	Months used vaginal estrogen	y
1766	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 145 - Observational Study (OS) Follow-Up Questionnaire (Year 5)\Natural/Phytoestrogen creams\	Natural/Phytoestrogen creams	y
1767	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 145 - Observational Study (OS) Follow-Up Questionnaire (Year 5)\Natural/Phytoestrogen foods\	Natural/Phytoestrogen foods	y
1768	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 145 - Observational Study (OS) Follow-Up Questionnaire (Year 5)\Natural/Phytoestrogen pills\	Natural/Phytoestrogen pills	y
1769	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 145 - Observational Study (OS) Follow-Up Questionnaire (Year 5)\Progesterone use last year\	Progesterone use last year	y
1770	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 145 - Observational Study (OS) Follow-Up Questionnaire (Year 5)\Took estrogen shots\	Took estrogen shots	y
1771	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 145 - Observational Study (OS) Follow-Up Questionnaire (Year 5)\Used estrogen pills\	Used estrogen pills	y
1772	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 145 - Observational Study (OS) Follow-Up Questionnaire (Year 5)\Used estrogen skin patch\	Used estrogen skin patch	y
1773	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 145 - Observational Study (OS) Follow-Up Questionnaire (Year 5)\Used estrogen vaginally\	Used estrogen vaginally	y
1774	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 145 - Observational Study (OS) Follow-Up Questionnaire (Year 5)\Used progesterone pills\	Used progesterone pills	y
1775	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 146 - Observational Study (OS) Follow-Up Questionnaire (Year 6)\5lbs not on purpose/Depression\	5lbs not on purpose/Depression	y
1776	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 146 - Observational Study (OS) Follow-Up Questionnaire (Year 6)\Current marital status\	Current marital status	y
1777	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 146 - Observational Study (OS) Follow-Up Questionnaire (Year 6)\Did you use an estrogen cream?\	Did you use an estrogen cream?	y
1778	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 146 - Observational Study (OS) Follow-Up Questionnaire (Year 6)\Did you use an estrogen patch?\	Did you use an estrogen patch?	y
1779	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 146 - Observational Study (OS) Follow-Up Questionnaire (Year 6)\Did you use any Estrogen pill\	Did you use any Estrogen pill	y
1780	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 146 - Observational Study (OS) Follow-Up Questionnaire (Year 6)\Estrogen pill,patch,cream,shot\	Estrogen pill,patch,cream,shot	y
1781	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 146 - Observational Study (OS) Follow-Up Questionnaire (Year 6)\Estrogen shots\	Estrogen shots	y
1782	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 146 - Observational Study (OS) Follow-Up Questionnaire (Year 6)\Estrogen use last year\	Estrogen use last year	y
1783	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 146 - Observational Study (OS) Follow-Up Questionnaire (Year 6)\Have progesterone shots\	Have progesterone shots	y
1784	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 146 - Observational Study (OS) Follow-Up Questionnaire (Year 6)\Hormone use last year (estrogen or progesterone)\	Hormone use last year (estrogen or progesterone)	y
1785	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 146 - Observational Study (OS) Follow-Up Questionnaire (Year 6)\Kind of estrogen pills\	Kind of estrogen pills	y
1786	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 146 - Observational Study (OS) Follow-Up Questionnaire (Year 6)\Kind of progesterone\	Kind of progesterone	y
1787	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 146 - Observational Study (OS) Follow-Up Questionnaire (Year 6)\Months comb estr/progesterone\	Months comb estr/progesterone	y
1788	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 146 - Observational Study (OS) Follow-Up Questionnaire (Year 6)\Months progesterone pill/ caps\	Months progesterone pill/ caps	y
1789	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 146 - Observational Study (OS) Follow-Up Questionnaire (Year 6)\Months took estrogen shots\	Months took estrogen shots	y
1790	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 146 - Observational Study (OS) Follow-Up Questionnaire (Year 6)\Months used estrogen pills\	Months used estrogen pills	y
1791	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 146 - Observational Study (OS) Follow-Up Questionnaire (Year 6)\Months used progesterone cream\	Months used progesterone cream	y
1792	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 146 - Observational Study (OS) Follow-Up Questionnaire (Year 6)\Months used progesterone shots\	Months used progesterone shots	y
1793	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 146 - Observational Study (OS) Follow-Up Questionnaire (Year 6)\Natural/Phytoestrogen creams\	Natural/Phytoestrogen creams	y
1794	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 146 - Observational Study (OS) Follow-Up Questionnaire (Year 6)\Natural/Phytoestrogen foods\	Natural/Phytoestrogen foods	y
1795	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 146 - Observational Study (OS) Follow-Up Questionnaire (Year 6)\Natural/Progesterone cream\	Natural/Progesterone cream	y
1796	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 146 - Observational Study (OS) Follow-Up Questionnaire (Year 6)\Non-estrogen rx/Don't know\	Non-estrogen rx/Don't know	y
1797	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 146 - Observational Study (OS) Follow-Up Questionnaire (Year 6)\Non-estrogen rx/Evista (Raloxifene)\	Non-estrogen rx/Evista (Raloxifene)	y
1798	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 146 - Observational Study (OS) Follow-Up Questionnaire (Year 6)\Non-estrogen rx/Nolvadex (Tamoxifen)\	Non-estrogen rx/Nolvadex (Tamoxifen)	y
1799	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 146 - Observational Study (OS) Follow-Up Questionnaire (Year 6)\Non-estrogen rx/Other\	Non-estrogen rx/Other	y
1800	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 146 - Observational Study (OS) Follow-Up Questionnaire (Year 6)\Progesterone pill or capsule\	Progesterone pill or capsule	y
1801	\Women's Health Initiative Clinical Trial and Observational Study ( phs000200 )\Form 146 - Observational Study (OS) Follow-Up Questionnaire (Year 6)\Progesterone pill, cream shot\	Progesterone pill, cream shot	y
